country,year,health,economy,energy,education
Czech Republic,2012,78.1,26.3,4050.0,0.827
Czech Republic,2013,78.4,26.2,3990.0,0.84
Czech Republic,2014,78.8,26.0,3920.0,0.853
Denmark,1971,73.3,21.2,3730.0,0.386
Denmark,1972,73.4,21.8,3860.0,0.386
Denmark,1973,73.6,22.6,3780.0,0.386
Denmark,1974,73.8,23.4,3490.0,0.386
Denmark,1975,73.9,24.2,3450.0,0.43
Denmark,1976,74.0,25.1,3750.0,0.43
Denmark,1977,74.3,25.9,3830.0,0.43
Denmark,1978,74.3,26.7,3890.0,0.43
Denmark,1979,74.2,27.2,4020.0,0.43
Denmark,1980,74.2,27.5,3740.0,0.487
Denmark,1981,74.3,27.5,3380.0,0.487
Denmark,1982,74.4,27.2,3420.0,0.487
Denmark,1983,74.4,26.8,3230.0,0.487
Denmark,1984,74.5,26.4,3350.0,0.487
Denmark,1985,74.5,26.0,3770.0,0.535
Denmark,1986,74.7,25.6,3820.0,0.535
Denmark,1987,74.8,25.1,3820.0,0.535
Denmark,1988,74.9,24.5,3640.0,0.535
Denmark,1989,74.9,24.0,3410.0,0.535
Denmark,1990,75.0,23.7,3380.0,0.597
Denmark,1991,75.3,23.5,3730.0,0.613
Denmark,1992,75.4,23.4,3560.0,0.62
Denmark,1993,75.4,23.6,3650.0,0.633
Denmark,1994,75.3,23.7,3760.0,0.647
Denmark,1995,75.5,23.9,3710.0,0.66
Denmark,1996,75.8,24.0,4170.0,0.673
Denmark,1997,76.2,24.1,3850.0,0.68
Denmark,1998,76.6,24.2,3770.0,0.693
Denmark,1999,76.3,24.4,3600.0,0.707
Denmark,2000,77.0,24.6,3490.0,0.713
Denmark,2001,77.2,24.9,3580.0,0.76
Denmark,2002,77.2,25.1,3540.0,0.807
Denmark,2003,77.5,25.2,3730.0,0.853
Denmark,2004,77.8,25.4,3600.0,0.853
Denmark,2005,78.3,25.6,3490.0,0.853
Denmark,2006,78.3,25.5,3730.0,0.853
Denmark,2007,78.4,25.8,3620.0,0.833
Denmark,2008,78.8,26.2,3500.0,0.86
Denmark,2009,79.0,26.5,3330.0,0.847
Denmark,2010,79.3,26.8,3510.0,0.847
Denmark,2011,79.8,27.5,3230.0,0.847
Denmark,2012,80.1,27.8,3090.0,0.853
Denmark,2013,80.4,28.0,3130.0,0.88
Denmark,2014,80.7,28.2,2870.0,0.853
Dominican Republic,1971,66.4,44.6,506.0,0.203
Dominican Republic,1972,66.8,44.5,574.0,0.203
Dominican Republic,1973,67.4,44.4,587.0,0.203
Dominican Republic,1974,67.8,44.2,602.0,0.203
Dominican Republic,1975,68.2,44.0,599.0,0.23
Dominican Republic,1976,68.6,43.8,603.0,0.23
Dominican Republic,1977,69.0,43.7,602.0,0.23
Dominican Republic,1978,69.5,43.5,603.0,0.23
Dominican Republic,1979,69.1,43.5,612.0,0.23
Dominican Republic,1980,70.3,43.7,592.0,0.265
Dominican Republic,1981,70.6,44.1,599.0,0.265
Dominican Republic,1982,70.9,44.7,598.0,0.265
Dominican Republic,1983,71.0,45.5,622.0,0.265
Dominican Republic,1984,71.1,46.2,642.0,0.265
Dominican Republic,1985,71.1,47.0,524.0,0.301
Dominican Republic,1986,71.1,47.9,533.0,0.301
Dominican Republic,1987,71.1,48.7,592.0,0.301
Dominican Republic,1988,71.4,49.4,555.0,0.301
Dominican Republic,1989,71.7,50.1,537.0,0.301
Dominican Republic,1990,72.0,50.6,563.0,0.343
Dominican Republic,1991,72.4,50.8,557.0,0.34
Dominican Republic,1992,72.9,50.6,606.0,0.353
Dominican Republic,1993,73.2,50.1,576.0,0.367
Dominican Republic,1994,73.4,49.4,650.0,0.38
Dominican Republic,1995,73.5,48.9,671.0,0.387
Dominican Republic,1996,73.4,48.8,689.0,0.4
Dominican Republic,1997,73.4,49.1,756.0,0.407
Dominican Republic,1998,73.3,49.8,786.0,0.413
Dominican Republic,1999,73.6,50.4,805.0,0.42
Dominican Republic,2000,73.9,50.6,852.0,0.427
Dominican Republic,2001,74.0,51.1,814.0,0.433
Dominican Republic,2002,74.1,51.3,852.0,0.447
Dominican Republic,2003,73.8,50.9,795.0,0.453
Dominican Republic,2004,73.1,51.1,709.0,0.46
Dominican Republic,2005,73.2,50.9,760.0,0.467
Dominican Republic,2006,73.2,50.0,777.0,0.473
Dominican Republic,2007,73.5,49.3,780.0,0.48
Dominican Republic,2008,73.8,48.7,772.0,0.48
Dominican Republic,2009,74.0,47.8,748.0,0.48
Dominican Republic,2010,74.0,47.2,777.0,0.487
Dominican Republic,2011,73.9,47.1,781.0,0.493
Dominican Republic,2012,73.6,46.2,815.0,0.5
Dominican Republic,2013,73.2,45.7,760.0,0.507
Dominican Republic,2014,73.0,45.3,752.0,0.52
Ecuador,1971,64.0,41.0,358.0,0.258
Ecuador,1972,64.3,41.1,361.0,0.258
Ecuador,1973,64.8,41.7,356.0,0.258
Ecuador,1974,65.3,42.3,419.0,0.258
Ecuador,1975,65.8,42.9,449.0,0.285
Ecuador,1976,66.3,43.6,486.0,0.285
Ecuador,1977,66.8,44.2,567.0,0.285
Ecuador,1978,67.3,44.8,569.0,0.285
Ecuador,1979,67.8,45.5,585.0,0.285
Ecuador,1980,68.3,46.1,625.0,0.359
Ecuador,1981,68.8,46.7,634.0,0.359
Ecuador,1982,69.3,47.3,665.0,0.359
Ecuador,1983,69.6,48.0,601.0,0.359
Ecuador,1984,70.0,48.6,628.0,0.359
Ecuador,1985,70.4,49.2,619.0,0.39
Ecuador,1986,70.8,49.8,602.0,0.39
Ecuador,1987,69.6,50.4,601.0,0.39
Ecuador,1988,71.4,50.9,615.0,0.39
Ecuador,1989,71.7,51.3,574.0,0.39
Ecuador,1990,72.0,51.7,619.0,0.429
Ecuador,1991,71.5,52.1,635.0,0.447
Ecuador,1992,71.9,52.5,629.0,0.447
Ecuador,1993,72.4,52.7,573.0,0.453
Ecuador,1994,73.1,52.6,600.0,0.46
Ecuador,1995,73.4,52.2,687.0,0.46
Ecuador,1996,73.3,51.5,708.0,0.46
Ecuador,1997,73.8,52.6,720.0,0.46
Ecuador,1998,73.7,53.3,725.0,0.46
Ecuador,1999,73.9,54.1,639.0,0.46
Ecuador,2000,74.2,54.9,695.0,0.467
Ecuador,2001,74.8,55.6,724.0,0.467
Ecuador,2002,74.3,54.7,695.0,0.473
Ecuador,2003,74.2,54.0,693.0,0.473
Ecuador,2004,74.2,53.4,658.0,0.48
Ecuador,2005,74.0,53.2,675.0,0.487
Ecuador,2006,74.1,52.4,667.0,0.487
Ecuador,2007,74.2,51.4,742.0,0.487
Ecuador,2008,74.2,50.5,672.0,0.527
Ecuador,2009,74.5,49.2,788.0,0.527
Ecuador,2010,74.7,47.8,784.0,0.527
Ecuador,2011,75.0,47.2,818.0,0.533
Ecuador,2012,75.4,46.5,795.0,0.54
Ecuador,2013,75.9,46.0,844.0,0.553
Ecuador,2014,76.3,45.8,889.0,0.567
Egypt,1971,51.7,26.0,221.0,0.0687
Egypt,1972,51.9,26.3,238.0,0.0687
Egypt,1973,52.3,26.7,217.0,0.0687
Egypt,1974,53.3,27.1,238.0,0.0687
Egypt,1975,54.0,27.4,254.0,0.0867
Egypt,1976,54.7,27.8,289.0,0.0867
Egypt,1977,55.4,28.2,309.0,0.0867
Egypt,1978,56.3,28.6,311.0,0.0867
Egypt,1979,57.3,28.9,334.0,0.0867
Egypt,1980,58.0,29.3,349.0,0.137
Egypt,1981,58.3,29.6,396.0,0.137
Egypt,1982,58.9,29.9,423.0,0.137
Egypt,1983,59.5,30.1,457.0,0.137
Egypt,1984,60.3,30.4,494.0,0.137
Egypt,1985,60.2,30.7,521.0,0.198
Egypt,1986,61.0,30.9,521.0,0.198
Egypt,1987,61.4,31.2,540.0,0.198
Egypt,1988,63.1,31.5,538.0,0.198
Egypt,1989,63.7,31.7,560.0,0.198
Egypt,1990,64.4,31.8,575.0,0.234
Egypt,1991,64.9,31.7,562.0,0.24
Egypt,1992,65.5,31.6,564.0,0.247
Egypt,1993,65.7,31.3,573.0,0.253
Egypt,1994,66.0,30.9,541.0,0.26
Egypt,1995,66.6,30.7,564.0,0.267
Egypt,1996,67.1,30.7,586.0,0.28
Egypt,1997,67.4,31.0,598.0,0.287
Egypt,1998,67.8,31.4,629.0,0.3
Egypt,1999,68.2,31.9,630.0,0.307
Egypt,2000,68.7,32.3,590.0,0.32
Egypt,2001,68.5,32.4,650.0,0.327
Egypt,2002,68.4,32.4,658.0,0.34
Egypt,2003,68.4,32.2,670.0,0.353
Egypt,2004,68.6,32.0,711.0,0.36
Egypt,2005,68.8,31.8,814.0,0.373
Egypt,2006,68.9,31.7,845.0,0.387
Egypt,2007,69.3,31.5,889.0,0.4
Egypt,2008,69.4,31.4,908.0,0.413
Egypt,2009,69.3,31.3,911.0,0.427
Egypt,2010,69.4,31.2,877.0,0.433
Egypt,2011,69.6,30.9,901.0,0.447
Egypt,2012,69.8,30.8,906.0,0.453
Egypt,2013,70.2,30.9,849.0,0.46
Egypt,2014,70.5,31.0,827.0,0.467
El Salvador,1971,60.3,41.2,465.0,0.152
El Salvador,1972,60.7,41.2,484.0,0.152
El Salvador,1973,61.6,41.2,499.0,0.152
El Salvador,1974,62.2,41.2,499.0,0.152
El Salvador,1975,62.8,41.2,544.0,0.175
El Salvador,1976,63.5,41.2,614.0,0.175
El Salvador,1977,64.1,41.2,621.0,0.175
El Salvador,1978,64.7,42.9,644.0,0.175
El Salvador,1979,65.2,44.7,617.0,0.175
El Salvador,1980,65.8,46.7,549.0,0.203
El Salvador,1981,59.5,48.7,583.0,0.203
El Salvador,1982,63.4,50.8,593.0,0.203
El Salvador,1983,62.0,51.3,562.0,0.203
El Salvador,1984,63.9,51.7,566.0,0.203
El Salvador,1985,65.6,52.2,532.0,0.227
El Salvador,1986,65.5,52.7,456.0,0.227
El Salvador,1987,67.0,53.1,502.0,0.227
El Salvador,1988,68.4,53.6,462.0,0.227
El Salvador,1989,66.8,53.9,468.0,0.227
El Salvador,1990,69.2,53.8,468.0,0.248
El Salvador,1991,69.7,53.5,508.0,0.253
El Salvador,1992,69.8,52.9,523.0,0.26
El Salvador,1993,70.1,51.9,543.0,0.267
El Salvador,1994,69.9,51.3,568.0,0.273
El Salvador,1995,70.8,51.3,597.0,0.28
El Salvador,1996,71.0,51.8,564.0,0.293
El Salvador,1997,71.2,52.1,618.0,0.307
El Salvador,1998,71.2,52.4,630.0,0.32
El Salvador,1999,71.8,52.5,649.0,0.333
El Salvador,2000,72.4,52.3,674.0,0.347
El Salvador,2001,72.3,51.5,700.0,0.353
El Salvador,2002,73.1,50.6,710.0,0.367
El Salvador,2003,73.0,50.0,737.0,0.38
El Salvador,2004,72.5,48.9,727.0,0.387
El Salvador,2005,72.4,47.5,745.0,0.4
El Salvador,2006,72.9,46.8,779.0,0.427
El Salvador,2007,72.4,46.4,733.0,0.387
El Salvador,2008,73.0,45.4,734.0,0.427
El Salvador,2009,72.8,44.8,684.0,0.433
El Salvador,2010,73.4,44.1,687.0,0.473
El Salvador,2011,73.5,43.4,691.0,0.433
El Salvador,2012,72.8,42.5,677.0,0.447
El Salvador,2013,72.7,41.9,637.0,0.44
El Salvador,2014,72.2,41.5,646.0,0.433
Finland,1971,70.5,29.0,3940.0,0.36
Finland,1972,70.9,27.9,4190.0,0.36
Finland,1973,71.3,26.8,4510.0,0.36
Finland,1974,71.5,25.6,4380.0,0.36
Finland,1975,71.8,24.6,4180.0,0.422
Finland,1976,72.1,23.9,4460.0,0.422
Finland,1977,72.5,23.3,4520.0,0.422
Finland,1978,73.0,23.0,4660.0,0.422
Finland,1979,73.4,22.9,4960.0,0.422
Finland,1980,73.7,22.7,5150.0,0.493
Finland,1981,74.0,22.6,4930.0,0.493
Finland,1982,74.4,22.5,4810.0,0.493
Finland,1983,74.5,22.3,4820.0,0.493
Finland,1984,74.6,22.2,4910.0,0.493
Finland,1985,74.6,22.1,5270.0,0.489
Finland,1986,74.8,22.1,5480.0,0.489
Finland,1987,74.8,22.2,5960.0,0.489
Finland,1988,74.9,22.3,5590.0,0.489
Finland,1989,75.0,22.4,5750.0,0.489
Finland,1990,75.1,22.4,5690.0,0.497
Finland,1991,75.5,22.5,5740.0,0.513
Finland,1992,75.8,22.4,5380.0,0.527
Finland,1993,76.1,22.6,5620.0,0.547
Finland,1994,76.7,22.8,5970.0,0.56
Finland,1995,76.7,23.4,5660.0,0.573
Finland,1996,77.0,24.0,6070.0,0.587
Finland,1997,77.2,24.8,6280.0,0.593
Finland,1998,77.4,25.5,6320.0,0.6
Finland,1999,77.6,26.4,6280.0,0.613
Finland,2000,77.8,26.8,6260.0,0.62
Finland,2001,78.2,27.2,6410.0,0.627
Finland,2002,78.5,27.5,6730.0,0.633
Finland,2003,78.7,27.6,7080.0,0.64
Finland,2004,78.8,27.7,7130.0,0.793
Finland,2005,79.1,27.9,6560.0,0.8
Finland,2006,79.5,27.9,7110.0,0.8
Finland,2007,79.5,27.8,6970.0,0.8
Finland,2008,79.8,27.9,6670.0,0.813
Finland,2009,80.0,27.8,6270.0,0.813
Finland,2010,80.2,27.5,6830.0,0.82
Finland,2011,80.5,27.4,6540.0,0.82
Finland,2012,80.7,27.3,6280.0,0.827
Finland,2013,80.9,27.2,6120.0,0.82
Finland,2014,81.3,27.1,6210.0,0.827
France,1971,72.5,38.7,3030.0,0.331
France,1972,72.7,38.1,3170.0,0.331
France,1973,72.9,37.5,3390.0,0.331
France,1974,73.1,36.9,3250.0,0.331
France,1975,73.1,36.3,3060.0,0.365
France,1976,73.4,35.7,3250.0,0.365
France,1977,73.7,35.0,3170.0,0.365
France,1978,74.0,34.5,3370.0,0.365
France,1979,74.3,34.1,3500.0,0.365
France,1980,74.5,33.7,3480.0,0.397
France,1981,74.7,33.4,3380.0,0.397
France,1982,74.9,33.1,3280.0,0.397
France,1983,75.1,32.9,3350.0,0.397
France,1984,75.5,32.7,3450.0,0.397
France,1985,75.7,32.5,3600.0,0.441
France,1986,76.0,32.4,3630.0,0.441
France,1987,76.3,32.2,3700.0,0.441
France,1988,76.6,32.1,3670.0,0.441
France,1989,76.8,32.0,3800.0,0.441
France,1990,77.0,31.9,3850.0,0.489
France,1991,77.2,31.8,4040.0,0.5
France,1992,77.4,31.8,3950.0,0.52
France,1993,77.5,31.9,4000.0,0.54
France,1994,77.8,31.9,3840.0,0.56
France,1995,78.0,31.9,3980.0,0.587
France,1996,78.3,31.9,4190.0,0.6
France,1997,78.7,31.9,4050.0,0.613
France,1998,78.6,31.9,4150.0,0.627
France,1999,78.8,31.9,4120.0,0.64
France,2000,79.1,31.8,4140.0,0.653
France,2001,79.2,31.7,4250.0,0.667
France,2002,79.4,31.5,4230.0,0.673
France,2003,79.6,31.0,4270.0,0.68
France,2004,80.2,30.6,4300.0,0.687
France,2005,80.4,30.8,4290.0,0.693
France,2006,80.7,31.1,4190.0,0.707
France,2007,81.0,31.5,4120.0,0.713
France,2008,81.1,32.3,4110.0,0.713
France,2009,81.2,33.0,3910.0,0.72
France,2010,81.4,33.2,4020.0,0.727
France,2011,81.6,33.1,3850.0,0.727
France,2012,81.8,33.0,3840.0,0.733
France,2013,82.1,32.8,3830.0,0.747
France,2014,82.5,32.7,3660.0,0.76
Gabon,1971,53.1,64.5,1780.0,0.0667
Gabon,1972,53.6,64.0,1710.0,0.0667
Gabon,1973,54.1,63.5,2320.0,0.0667
Gabon,1974,54.9,63.0,2480.0,0.0667
Gabon,1975,55.6,62.4,2010.0,0.092
Gabon,1976,56.5,61.9,1880.0,0.092
Gabon,1977,57.1,61.3,2010.0,0.092
Gabon,1978,57.5,60.8,2230.0,0.092
Gabon,1979,57.9,60.2,1930.0,0.092
Gabon,1980,58.3,59.6,1890.0,0.157
Gabon,1981,58.7,59.0,2070.0,0.157
Gabon,1982,58.9,58.3,2080.0,0.157
Gabon,1983,59.2,57.6,2080.0,0.157
Gabon,1984,59.5,56.9,1890.0,0.157
Gabon,1985,59.8,56.2,1640.0,0.217
Gabon,1986,60.5,55.5,1600.0,0.217
Gabon,1987,60.8,54.8,1480.0,0.217
Gabon,1988,60.5,54.1,1520.0,0.217
Gabon,1989,60.3,53.4,1370.0,0.217
Gabon,1990,60.0,52.7,1240.0,0.288
Gabon,1991,60.2,52.0,1250.0,0.3
Gabon,1992,60.6,51.3,1300.0,0.313
Gabon,1993,60.5,50.6,1340.0,0.327
Gabon,1994,60.4,49.9,1160.0,0.333
Gabon,1995,60.4,49.2,1240.0,0.347
Gabon,1996,60.0,48.5,1250.0,0.36
Gabon,1997,60.2,47.8,1240.0,0.373
Gabon,1998,60.0,47.1,1290.0,0.387
Gabon,1999,59.7,46.4,1220.0,0.4
Gabon,2000,59.3,45.7,1200.0,0.413
Gabon,2001,59.0,45.0,1250.0,0.42
Gabon,2002,59.0,44.3,1480.0,0.433
Gabon,2003,58.9,43.6,1700.0,0.44
Gabon,2004,58.9,43.0,1920.0,0.453
Gabon,2005,59.5,42.4,2160.0,0.46
Gabon,2006,59.9,41.9,2360.0,0.467
Gabon,2007,60.6,41.5,2560.0,0.48
Gabon,2008,61.2,41.1,2720.0,0.487
Gabon,2009,61.9,40.8,2880.0,0.493
Gabon,2010,62.8,40.5,3130.0,0.507
Gabon,2011,63.5,40.1,2430.0,0.513
Gabon,2012,64.3,39.8,2070.0,0.52
Gabon,2013,65.3,39.4,2910.0,0.54
Gabon,2014,66.2,39.1,2690.0,0.54
Germany,1971,70.9,29.5,3900.0,0.514
Germany,1972,71.2,29.2,4020.0,0.514
Germany,1973,71.4,29.0,4240.0,0.514
Germany,1974,71.6,28.9,4160.0,0.514
Germany,1975,71.8,28.8,3980.0,0.505
Germany,1976,72.2,28.8,4310.0,0.505
Germany,1977,72.5,28.8,4340.0,0.505
Germany,1978,72.7,28.8,4480.0,0.505
Germany,1979,73.0,28.9,4690.0,0.505
Germany,1980,73.2,28.9,4560.0,0.509
Germany,1981,73.5,29.0,4400.0,0.509
Germany,1982,73.7,29.2,4260.0,0.509
Germany,1983,74.0,29.0,4270.0,0.509
Germany,1984,74.3,28.9,4450.0,0.509
Germany,1985,74.5,28.6,4600.0,0.503
Germany,1986,74.7,28.5,4590.0,0.503
Germany,1987,75.0,28.3,4620.0,0.503
Germany,1988,75.2,28.5,4630.0,0.503
Germany,1989,75.4,28.7,4510.0,0.503
Germany,1990,75.5,29.0,4420.0,0.585
Germany,1991,75.7,29.2,4300.0,0.593
Germany,1992,76.1,29.2,4190.0,0.607
Germany,1993,76.2,29.2,4120.0,0.62
Germany,1994,76.5,29.2,4090.0,0.633
Germany,1995,76.7,29.2,4120.0,0.647
Germany,1996,77.0,29.1,4250.0,0.653
Germany,1997,77.4,29.0,4200.0,0.667
Germany,1998,77.8,29.0,4180.0,0.68
Germany,1999,78.0,29.2,4080.0,0.687
Germany,2000,78.3,29.5,4090.0,0.747
Germany,2001,78.6,29.8,4210.0,0.78
Germany,2002,78.7,30.1,4110.0,0.807
Germany,2003,78.8,30.5,4080.0,0.833
Germany,2004,79.4,30.7,4110.0,0.86
Germany,2005,79.7,30.9,4090.0,0.887
Germany,2006,79.9,31.0,4200.0,0.907
Germany,2007,80.1,31.0,3990.0,0.913
Germany,2008,80.2,30.9,4040.0,0.913
Germany,2009,80.3,30.7,3790.0,0.92
Germany,2010,80.4,30.6,4000.0,0.92
Germany,2011,80.5,30.7,3870.0,0.927
Germany,2012,80.7,30.8,3880.0,0.933
Germany,2013,80.6,31.1,3940.0,0.933
Germany,2014,80.9,31.4,3780.0,0.933
Ghana,1971,55.9,40.9,334.0,0.12
Ghana,1972,56.3,40.8,343.0,0.12
Ghana,1973,56.6,40.7,354.0,0.12
Ghana,1974,56.9,40.6,362.0,0.12
Ghana,1975,57.1,40.5,366.0,0.16
Ghana,1976,57.3,40.5,359.0,0.16
Ghana,1977,57.4,40.4,374.0,0.16
Ghana,1978,57.7,40.3,366.0,0.16
Ghana,1979,57.8,40.1,362.0,0.16
Ghana,1980,58.0,39.8,364.0,0.205
Ghana,1981,58.0,39.3,371.0,0.205
Ghana,1982,57.9,38.7,371.0,0.205
Ghana,1983,58.0,38.1,305.0,0.205
Ghana,1984,58.1,37.4,316.0,0.205
Ghana,1985,58.3,36.7,340.0,0.268
Ghana,1986,58.5,36.1,344.0,0.268
Ghana,1987,58.7,35.9,362.0,0.268
Ghana,1988,58.9,35.9,344.0,0.268
Ghana,1989,59.1,36.2,361.0,0.268
Ghana,1990,59.2,36.8,358.0,0.327
Ghana,1991,59.3,37.5,360.0,0.34
Ghana,1992,59.4,38.1,362.0,0.347
Ghana,1993,59.6,38.6,369.0,0.36
Ghana,1994,59.3,38.9,373.0,0.367
Ghana,1995,59.5,39.1,380.0,0.38
Ghana,1996,59.5,39.4,383.0,0.387
Ghana,1997,59.2,39.6,391.0,0.387
Ghana,1998,59.4,39.9,403.0,0.393
Ghana,1999,59.4,40.2,408.0,0.4
Ghana,2000,59.4,40.5,326.0,0.407
Ghana,2001,59.4,40.8,320.0,0.413
Ghana,2002,59.5,41.2,310.0,0.413
Ghana,2003,59.6,41.6,286.0,0.42
Ghana,2004,59.8,42.0,279.0,0.427
Ghana,2005,60.0,42.3,270.0,0.427
Ghana,2006,60.2,42.5,280.0,0.433
Ghana,2007,60.4,42.6,273.0,0.433
Ghana,2008,60.8,42.7,266.0,0.44
Ghana,2009,61.2,42.6,281.0,0.447
Ghana,2010,61.6,42.5,299.0,0.447
Ghana,2011,62.3,42.5,311.0,0.453
Ghana,2012,63.0,42.4,329.0,0.453
Ghana,2013,63.6,42.4,336.0,0.46
Ghana,2014,64.0,42.4,332.0,0.46
Greece,1971,74.3,42.5,984.0,0.403
Greece,1972,74.4,42.0,1130.0,0.403
Greece,1973,74.7,41.4,1320.0,0.403
Greece,1974,74.9,40.8,1260.0,0.403
Greece,1975,75.1,40.2,1300.0,0.418
Greece,1976,75.3,39.6,1390.0,0.418
Greece,1977,75.9,39.0,1470.0,0.418
Greece,1978,76.9,38.4,1530.0,0.418
Greece,1979,77.4,37.9,1600.0,0.418
Greece,1980,77.6,37.5,1550.0,0.437
Greece,1981,77.8,37.2,1510.0,0.437
Greece,1982,77.8,36.9,1540.0,0.437
Greece,1983,77.6,36.8,1600.0,0.437
Greece,1984,77.0,36.6,1650.0,0.437
Greece,1985,76.7,36.4,1770.0,0.485
Greece,1986,76.8,36.3,1670.0,0.485
Greece,1987,76.9,36.1,1790.0,0.485
Greece,1988,77.2,35.9,1900.0,0.485
Greece,1989,77.4,35.7,2090.0,0.485
Greece,1990,77.5,35.5,2100.0,0.526
Greece,1991,77.6,35.2,2090.0,0.527
Greece,1992,77.6,34.9,2130.0,0.533
Greece,1993,77.9,34.6,2090.0,0.54
Greece,1994,78.1,34.3,2140.0,0.54
Greece,1995,78.2,34.1,2150.0,0.547
Greece,1996,78.3,33.8,2210.0,0.553
Greece,1997,78.5,33.6,2280.0,0.553
Greece,1998,78.6,33.5,2390.0,0.56
Greece,1999,78.6,33.3,2390.0,0.567
Greece,2000,78.8,33.1,2510.0,0.573
Greece,2001,79.0,32.9,2580.0,0.587
Greece,2002,79.2,33.0,2600.0,0.607
Greece,2003,79.1,33.3,2670.0,0.62
Greece,2004,79.1,33.7,2710.0,0.64
Greece,2005,79.3,34.0,2750.0,0.653
Greece,2006,79.6,34.2,2740.0,0.66
Greece,2007,79.4,34.2,2730.0,0.667
Greece,2008,79.8,34.1,2750.0,0.673
Greece,2009,80.0,34.0,2650.0,0.673
Greece,2010,80.3,34.5,2480.0,0.687
Greece,2011,80.3,35.0,2410.0,0.687
Greece,2012,80.3,35.4,2400.0,0.687
Greece,2013,80.8,35.8,2130.0,0.693
Greece,2014,81.0,36.0,2120.0,0.7
Guatemala,1971,50.7,56.2,489.0,0.09
Guatemala,1972,51.8,55.8,493.0,0.09
Guatemala,1973,53.0,55.2,503.0,0.09
Guatemala,1974,53.8,54.6,505.0,0.09
Guatemala,1975,54.4,54.1,543.0,0.103
Guatemala,1976,48.6,53.5,568.0,0.103
Guatemala,1977,56.5,52.9,589.0,0.103
Guatemala,1978,57.2,52.4,590.0,0.103
Guatemala,1979,57.6,52.1,611.0,0.103
Guatemala,1980,57.4,52.3,550.0,0.157
Guatemala,1981,57.0,52.7,522.0,0.157
Guatemala,1982,56.4,53.6,499.0,0.157
Guatemala,1983,59.0,54.8,469.0,0.157
Guatemala,1984,59.8,55.9,482.0,0.157
Guatemala,1985,60.5,56.9,478.0,0.181
Guatemala,1986,61.3,57.7,447.0,0.181
Guatemala,1987,62.0,58.4,459.0,0.181
Guatemala,1988,62.8,58.8,464.0,0.181
Guatemala,1989,63.1,58.9,469.0,0.181
Guatemala,1990,63.0,58.9,487.0,0.203
Guatemala,1991,62.5,58.6,488.0,0.213
Guatemala,1992,62.5,58.1,501.0,0.22
Guatemala,1993,63.0,57.7,487.0,0.22
Guatemala,1994,63.4,57.2,501.0,0.227
Guatemala,1995,65.8,56.7,517.0,0.233
Guatemala,1996,67.2,56.2,519.0,0.233
Guatemala,1997,66.8,55.7,530.0,0.24
Guatemala,1998,66.8,55.2,563.0,0.24
Guatemala,1999,68.1,54.8,604.0,0.24
Guatemala,2000,68.0,54.6,607.0,0.247
Guatemala,2001,68.6,54.4,606.0,0.253
Guatemala,2002,69.3,54.4,597.0,0.253
Guatemala,2003,69.4,54.4,607.0,0.247
Guatemala,2004,69.7,54.5,612.0,0.24
Guatemala,2005,69.5,54.3,602.0,0.233
Guatemala,2006,69.9,54.1,600.0,0.247
Guatemala,2007,70.9,53.6,632.0,0.26
Guatemala,2008,71.4,53.0,594.0,0.287
Guatemala,2009,71.3,52.2,669.0,0.307
Guatemala,2010,71.7,51.4,715.0,0.327
Guatemala,2011,72.1,50.7,751.0,0.353
Guatemala,2012,72.5,49.9,749.0,0.307
Guatemala,2013,72.8,49.2,801.0,0.313
Guatemala,2014,72.8,48.8,864.0,0.427
Haiti,1971,46.3,60.4,316.0,0.06
Haiti,1972,46.7,60.2,320.0,0.06
Haiti,1973,47.4,59.8,323.0,0.06
Haiti,1974,48.1,59.5,331.0,0.06
Haiti,1975,48.6,59.2,337.0,0.078
Haiti,1976,49.0,58.9,350.0,0.078
Haiti,1977,49.4,58.6,354.0,0.078
Haiti,1978,49.7,58.3,361.0,0.078
Haiti,1979,50.2,58.0,367.0,0.078
Haiti,1980,50.7,57.7,369.0,0.096
Haiti,1981,51.4,57.5,300.0,0.096
Haiti,1982,51.8,57.2,304.0,0.096
Haiti,1983,52.2,57.0,306.0,0.096
Haiti,1984,52.5,56.8,301.0,0.096
Haiti,1985,52.9,56.5,297.0,0.147
Haiti,1986,53.2,56.3,226.0,0.147
Haiti,1987,53.7,56.1,228.0,0.147
Haiti,1988,54.1,55.9,231.0,0.147
Haiti,1989,54.2,55.8,231.0,0.147
Haiti,1990,54.5,55.8,222.0,0.179
Haiti,1991,54.6,55.9,217.0,0.187
Haiti,1992,54.8,56.2,221.0,0.193
Haiti,1993,54.3,56.6,210.0,0.2
Haiti,1994,54.9,57.0,189.0,0.207
Haiti,1995,55.0,57.4,219.0,0.213
Haiti,1996,55.4,57.9,246.0,0.22
Haiti,1997,55.7,58.3,255.0,0.227
Haiti,1998,56.2,58.7,251.0,0.233
Haiti,1999,56.8,59.0,250.0,0.24
Haiti,2000,57.4,59.1,238.0,0.253
Haiti,2001,57.9,58.9,239.0,0.26
Haiti,2002,58.5,58.5,264.0,0.267
Haiti,2003,58.9,57.9,249.0,0.273
Haiti,2004,58.8,57.2,253.0,0.28
Haiti,2005,59.8,56.4,370.0,0.287
Haiti,2006,60.2,55.6,375.0,0.293
Haiti,2007,60.6,54.8,387.0,0.3
Haiti,2008,60.9,54.0,386.0,0.307
Haiti,2009,61.5,53.3,385.0,0.313
